"","dur"
"9494",208
"9495",189
"9496",193
"9497",201
"9498",209
"9499",217
"9500",216
"9501",193
"9502",182
"9503",199
"9504",200
"9505",205
"9506",179
"9507",199
"9508",170
"9509",169
"9510",189
"9511",202
"9512",192
"9513",179
"9514",216
"9515",192
"9516",185
"9517",218
"9518",196
"9519",202
"9520",180
"9521",193
"9522",182
"9523",205
"9524",189
"9525",179
"9526",199
"9527",222
"9528",177
"9529",213
"9530",191
"9531",208
"9532",204
"9533",222
"9534",179
"9535",217
"9536",203
"9537",212
"9538",176
"9539",198
"9540",215
"9541",168
"9542",190
"9543",185
"9544",182
"9545",176
"9546",217
"9547",210
"9548",193
"9549",199
"9550",216
"9551",205
"9552",190
"9553",185
"9554",175
"9555",192
"9556",208
"9557",203
"9558",187
"9559",203
"9560",175
"9561",203
"9562",190
"9563",192
"9564",201
"9565",193
"9566",185
"9567",182
"9568",222
"9569",214
"9570",174
"9571",214
"9572",240
"9573",198
"9574",214
"9575",214
"9576",190
"9577",231
"9578",239
"9579",212
"9580",209
"9581",202
"9582",192
"9583",190
"9584",188
"9585",188
"9586",213
"9587",198
"9588",208
"9589",215
"9590",209
"9591",227
"9592",202
"9593",194
"9594",208
"9595",200
"9596",201
"9597",196
"9598",201
"9599",200
"9600",195
"9601",195
"9602",173
"9603",215
"9604",174
"9605",196
"9606",194
"9607",224
"9608",200
"9609",214
"9610",203
"9611",195
"9612",198
"9613",182
"9614",210
"9615",210
"9616",185
"9617",195
"9618",213
"9619",208
"9620",188
"9621",206
"9622",202
"9623",206
"9624",208
"9625",204
"9626",232
"9627",181
"9628",223
"9629",196
"9630",184
"9631",174
"9632",184
"9633",206
"9634",212
"9635",189
"9636",161
"9637",199
"9638",219
"9639",207
"9640",168
"9641",199
"9642",200
"9643",214
"9644",214
"9645",207
"9646",192
"9647",196
"9648",205
"9649",214
"9650",185
"9651",195
"9652",154
"9653",205
"9654",202
"9655",197
"9656",188
"9657",208
"9658",210
"9659",208
"9660",226
"9661",207
"9662",211
"9663",212
"9664",190
"9665",210
"9666",225
"9667",205
"9668",201
"9669",192
"9670",193
"9671",195
"9672",206
"9673",215
"9674",198
"9675",225
"9676",226
"9677",205
"9678",175
"9679",202
"9680",215
"9681",191
"9682",208
"9683",192
"9684",193
"9685",219
"9686",198
"9687",189
"9688",194
"9689",192
"9690",191
"9691",197
"9692",201
"9693",209
"9694",202
"9695",216
"9696",192
"9697",215
"9698",223
"9699",208
"9700",178
"9701",203
"9702",198
"9703",211
"9704",200
"9705",193
"9706",178
"9707",198
"9708",191
"9709",205
"9710",207
"9711",209
"9712",222
"9713",235
"9714",214
"9715",193
"9716",206
"9717",203
"9718",197
"9719",187
"9720",210
"9721",192
"9722",163
"9723",225
"9724",170
"9725",208
"9726",225
"9727",201
"9728",194
"9729",216
"9730",181
"9731",186
"9732",182
"9733",186
"9734",199
"9735",207
"9736",187
"9737",201
"9738",224
"9739",206
"9740",199
"9741",199
"9742",209
"9743",208
"9744",199
"9745",203
"9746",178
"9747",190
"9748",218
"9749",209
"9750",192
"9751",207
"9752",194
"9753",177
"9754",197
"9755",200
"9756",213
"9757",191
"9758",176
"9759",187
"9760",194
"9761",205
"9762",210
"9763",202
"9764",231
"9765",196
"9766",216
"9767",173
"9768",209
"9769",202
"9770",204
"9771",224
"9772",187
"9773",195
"9774",203
"9775",200
"9776",210
"9777",198
"9778",184
"9779",209
"9780",216
"9781",230
"9782",185
"9783",203
"9784",208
"9785",212
"9786",199
"9787",176
"9788",189
"9789",223
"9790",186
"9791",218
"9792",195
"9793",213
"9794",199
"9795",191
"9796",189
"9797",217
"9798",210
"9799",187
"9800",202
"9801",184
"9802",172
"9803",196
"9804",187
"9805",205
"9806",196
"9807",222
"9808",189
"9809",193
"9810",202
"9811",185
"9812",197
"9813",185
"9814",194
"9815",210
"9816",233
"9817",211
"9818",206
"9819",209
"9820",174
"9821",201
"9822",213
"9823",234
"9824",191
"9825",199
"9826",205
"9827",203
"9828",180
"9829",223
"9830",206
"9831",220
"9832",200
"9833",199
"9834",183
"9835",206
"9836",190
"9837",193
"9838",191
"9839",207
"9840",228
"9841",187
"9842",211
"9843",196
"9844",209
"9845",194
"9846",218
"9847",213
"9848",213
"9849",215
"9850",188
"9851",195
"9852",202
"9853",182
"9854",210
"9855",198
"9856",221
"9857",200
"9858",206
"9859",194
"9860",218
"9861",186
"9862",210
"9863",194
"9864",209
"9865",217
"9866",182
"9867",199
"9868",204
"9869",205
"9870",194
"9871",195
"9872",195
"9873",181
"9874",223
"9875",185
"9876",180
"9877",173
"9878",212
"9879",207
"9880",208
"9881",202
"9882",206
"9883",211
"9884",190
"9885",215
"9886",231
"9887",196
"9888",201
"9889",209
"9890",181
"9891",193
"9892",191
"9893",195
"9894",225
"9895",207
"9896",208
"9897",215
"9898",177
"9899",176
"9900",200
"9901",222
"9902",205
"9903",212
"9904",193
"9905",200
"9906",193
"9907",214
"9908",191
"9909",210
"9910",206
"9911",196
"9912",217
"9913",213
"9914",207
"9915",207
"9916",224
"9917",181
"9918",197
"9919",202
"9920",191
"9921",174
"9922",201
"9923",231
"9924",200
"9925",220
"9926",200
"9927",196
"9928",209
"9929",224
"9930",222
"9931",186
"9932",206
"9933",224
"9934",203
"9935",216
"9936",198
"9937",205
"9938",174
"9939",206
"9940",215
"9941",211
"9942",192
"9943",212
"9944",209
"9945",211
"9946",191
"9947",216
"9948",185
"9949",198
"9950",221
"9951",201
"9952",204
"9953",194
"9954",205
"9955",204
"9956",184
"9957",209
"9958",200
"9959",225
"9960",204
"9961",199
"9962",184
"9963",189
"9964",204
"9965",202
"9966",208
"9967",181
"9968",215
"9969",203
"9970",192
"9971",209
"9972",210
"9973",206
"9974",195
"9975",183
"9976",227
"9977",199
"9978",199
"9979",183
"9980",224
"9981",197
"9982",209
"9983",180
"9984",191
"9985",184
"9986",199
"9987",215
"9988",206
"9989",194
"9990",190
"9991",186
"9992",212
"9993",189
"9994",185
"9995",215
"9996",195
"9997",183
"9998",197
"9999",192
"10000",214
